"Sample.ID","Marker","Mean_Likelihood_Ratio","Mean_Distance","Site","Interpretation"
"ZQ21-077","2490",1.24798268093066,0,"Zaire","Supports Recrudescence"
"ZQ21-085","2490",1.67759008313656,0,"Zaire","Supports Recrudescence"
"ZQ21-092","2490",1.78125981209569,0,"Zaire","Supports Recrudescence"
"ZQ21-094","2490",0.901796595502372,0,"Zaire","Supports Reinfection/Error"
"ZQ21-103","2490",1.28959515020471,0,"Zaire","Supports Recrudescence"
"ZL21-203","TA109",4.91843802078278,0,"Zaire","Supports Recrudescence"
"ZL21-204","TA109",3.30436253751276e-21,24,"Zaire","Supports Reinfection/Error"
"ZL21-209","TA109",0.873722493798637,0,"Zaire","Supports Reinfection/Error"
"ZL21-218","TA109",2.52660388597743e-25,30,"Zaire","Supports Reinfection/Error"
"ZL21-224","TA109",1.94826931586279e-14,15,"Zaire","Supports Reinfection/Error"
"ZL21-227","TA109",1.8692225792942,0,"Zaire","Supports Recrudescence"
"ZL21-229","TA109",1.87170033940037,0,"Zaire","Supports Recrudescence"
"ZL21-233","TA109",0.84132477883185,1.28,"Zaire","Supports Reinfection/Error"
"ZL21-236","TA109",2.50491748006627e-14,15,"Zaire","Supports Reinfection/Error"
"ZL21-242","TA109",0.233838095870698,11.76,"Zaire","Supports Reinfection/Error"
"ZL21-245","TA109",2.46772749578362,0,"Zaire","Supports Recrudescence"
"ZL21-255","TA109",2.46772749680021,0,"Zaire","Supports Recrudescence"
"ZL21-260","TA109",4.80580990739769,0,"Zaire","Supports Recrudescence"
"ZL21-262","TA109",29.1222421274363,0,"Zaire","Supports Recrudescence"
"ZL21-263","TA109",2.50359101572005,0,"Zaire","Supports Recrudescence"
"ZL21-264","TA109",0.00154207635303977,3,"Zaire","Supports Reinfection/Error"
"ZL21-269","TA109",7.82600410834556,0,"Zaire","Supports Recrudescence"
"ZL21-287","TA109",7.40318248733744,0,"Zaire","Supports Recrudescence"
"ZL21-289","TA109",0.265974766471036,4.69,"Zaire","Supports Reinfection/Error"
"ZL21-291","TA109",0.000799419318967384,3,"Zaire","Supports Reinfection/Error"
"ZL21-292","TA109",4.49478936870389,0,"Zaire","Supports Recrudescence"
"ZL21-304","TA109",1.33680148129194,0,"Zaire","Supports Recrudescence"
"ZQ21-000","TA109",7.40318248733744,0,"Zaire","Supports Recrudescence"
"ZQ21-001","TA109",3.28735591867082,0,"Zaire","Supports Recrudescence"
"ZQ21-029","TA109",0.170005601934921,17.42,"Zaire","Supports Reinfection/Error"
"ZQ21-030","TA109",4.29532044451209,0,"Zaire","Supports Recrudescence"
"ZQ21-031","TA109",2.16989831749343,0,"Zaire","Supports Recrudescence"
"ZQ21-042","TA109",4.33979663192365,0,"Zaire","Supports Recrudescence"
"ZQ21-044","TA109",3.89653830128933e-14,15,"Zaire","Supports Reinfection/Error"
"ZQ21-046","TA109",1.2744900916901,1.41,"Zaire","Supports Recrudescence"
"ZQ21-048","TA109",0.00263060083668042,3,"Zaire","Supports Reinfection/Error"
"ZQ21-054","TA109",7.40318248733744,0,"Zaire","Supports Recrudescence"
"ZQ21-070","TA109",4.49478936870389,0,"Zaire","Supports Recrudescence"
"ZQ21-077","TA109",8.39325796856091,0,"Zaire","Supports Recrudescence"
"ZQ21-085","TA109",0.346219568443052,1.61,"Zaire","Supports Reinfection/Error"
"ZQ21-092","TA109",1.62991809513273e-06,6,"Zaire","Supports Reinfection/Error"
"ZQ21-094","TA109",7.9709338285599e-10,9,"Zaire","Supports Reinfection/Error"
"ZQ21-103","TA109",1.48063649851527,0,"Zaire","Supports Recrudescence"
